scientific_name,institutionCode,eventDate,year,locality,keep_omit,recordNumber,decimalLatitude,decimalLongitude,recordedBy_simple,recordedBy,current_name
Castilleja pilosa,ID,7/22/1938,1938,"Vernon Lake Trail, N of Hetch Hetchy, Sierra Nevada, Yosemite National Park.",keep,11980,37.97871,-119.707975,"Mason, Herbert L.",Herbert L. Mason,Castilleja pilosa
Potamogeton natans,USU,7/11/1938,1938,Yosemite National Park. South island in Swamp Lake west of Hetch Hetchy,keep,11944,37.950247,-119.8288,"Mason, Herbert L.",Herbert L. Mason,Potamogeton natans
Condea emoryi,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6421,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Eriogonum trichopes,NY,3/20/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6414,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Cyperus squarrosus,USU,7/10/1938,1938,"Yosemite National Park; Miguel Meadow, W of Hetch-Hetchy.",keep,11903,37.957421,-119.842678,"Mason, Herbert L.",Herbert L. Mason,Cyperus squarrosus
Lactuca pulchella,KU,7/6/1940,1940,"Yosemite National Park, Miguel Meadows",keep,,37.959891,-119.840833,"Mason, Herbert L.",Herbert L Mason,NA
Juniperus occidentalis,,9/20/2001,2001,"Yosemite Rahvuspark, Olmsted Point kaljudel.",keep,,37.81073,-119.48518,"Tamm, Heiki",Heiki Tamm,Juniperus grandis
Iris missouriensis,MNHN,1902-07-01/1902-07-31,1902,,keep,,37.8651,-119.53833,"Hall, Harvey Monroe","Hall, H.M.",Iris missouriensis
Geranium californicum,MA,7/8/1938,1938,"Tuolumne Co., Miguel Meadow",keep,,37.95,-119.83,"Mason, Herbert L.",H.L. Mason,Geranium californicum
Lessingia leptoclada,NY,1866,1866,Yosemite Valley,keep,4924a,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Lessingia leptoclada
Pseudotsuga menziesii,NPS,4/9/1936,1936,Snow Creek Falls,keep,,37.5146,-119.5999,"Williams, H.",H. Williams,Pseudotsuga menziesii
Fagonia chilensis,NY,3/20/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6409,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Abies concolor,NPS,4/9/1936,1936,Mirror Lake,keep,,37.7473,-119.5496,"Williams, H.",H. Williams,Abies concolor
Allium obtusum,NY,6/30/1989,1989,In areas of recent snow melt above Bonnie Lake.,x,3466,38.179156,-119.585982,"McNeal, Dale W.",D. W. McNeal,Allium obtusum
Pseudotsuga menziesii,NPS,4/9/1936,1936,Mirror Lake,keep,,37.7473,-119.5496,"Williams, H.",H. Williams,Pseudotsuga menziesii
Clarkia williamsonii,NY,7/26/1923,1923,Wawona,keep,s.n.,37.53688,-119.656268,"Eastwood, Alice",A. Eastwood,Clarkia williamsonii
Salix melanopsis,NY,1866,1866,Yosemite Valley,keep,5031,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Salix melanopsis
Eriophyllum confertiflorum,NY,1871-07,1871,Yosemite Valley,keep,s.n.,37.728807,-119.609516,"Edwards, H. T.",H. T. Edwards,Eriophyllum confertiflorum
Lepidium lasiocarpum,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6435,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Lonicera conjugialis,NY,6/27/1908,1908,Little Yosemite Valley,keep,9002,37.725847,-119.529264,"Heller, Amos Arthur",A. A. Heller,Lonicera conjugialis
Muhlenbergia microsperma,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6436,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Phoradendron californicum,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6430,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Veronica wormskjoldii,NY,6/27/1908,1908,Little Yosemite Valley.,keep,9001,37.725847,-119.529264,"Heller, Amos Arthur",A. A. Heller,Veronica wormskjoldii
Juncus hemiendytus,NY,8/4/1980,1980,"Glen Aulin & Dog lake trailheads, Tuolumne Meadows west of Lembert Dome, Yosemite National Park",keep,3933,37.885533,-119.35903,"Ertter, Barbara",B. Ertter,Juncus hemiendytus
Juncus triformis,NY,8/5/1980,1980,Road to Hetch Hetchy 2.8 miles northeast of Mather,keep,3935,37.899541,-119.836718,"Ertter, Barbara",B. Ertter,Juncus triformis
Veratrum californicum,WS,,NA,Sierra Nevada.,keep,s.n.,37.69167,-119.30833,"Pratton, H.",H. Pratton,Veratrum californicum
Veratrum californicum,WS,,NA,Sierra Nevada.,keep,s.n.,37.69167,-119.30833,"Pratton, H.",H. Pratton,Veratrum californicum
Trichoptilium incisum,NY,3/20/1973,1973,"Big Maria. Mountains, 12 airline miles north, of downtown Blythe.",x,6419,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Pellaea bridgesii,PH,,NA,Yosemite,keep,s.n.,37.86518,-119.540264,"Mann, H.",H. Mann,Pellaea bridgesii
Dalea mollis,NY,3/20/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6410,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Chaenactis douglasii,NY,1866,1866,Yosemite Valley.,keep,6164,37.738808,-119.602013,"Bolander, Henry Nicholas",H. N. Bolander,Chaenactis douglasii
Carex jonesii,NY,6/27/1908,1908,Little Yosemite Valley,keep,9003,37.725847,-119.529264,"Heller, Amos Arthur",A. A. Heller,Carex jonesii
Carex bolanderi,NY,1866,1866,Yosemite Valley,keep,6201,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Carex bolanderi
Gilia scopulorum,NY,3/20/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6415,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Dudleya cymosa,F,1902-07,1902,"Yosemite National Park, Nevada Fall",keep,3428,37.725204,-119.533772,"Hall, Harvey Monroe",H. M. Hall & E. B. Babcock,Dudleya cymosa
Muhlenbergia filiformis,NY,1866,1866,Yosemite Valley,keep,6091,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Muhlenbergia filiformis
Carex athrostachya,NY,1863-06-16,1863,Yosemite Valley,keep,1650,37.728807,-119.609516,"Brewer, William Henry",W. H. Brewer,Carex athrostachya
Eriogonum deflexum,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6439,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Lessingia leptoclada,NY,,NA,Yosemite Valley,keep,4924(2),37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Lessingia leptoclada
Erodium texanum,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6438,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Poa secunda,F,1902-06,1902,"Yosemite National Park, vicinity of Tenaya Lake",keep,3503,37.831196,-119.460583,"Hall, Harvey Monroe",H. M. Hall & E. B. Babcock,Poa secunda
Lessingia leptoclada,NY,1866,1866,Yosemite Valley,keep,4924a,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Lessingia leptoclada
Epilobium obcordatum,F,1902-07,1902,S base of Mt. Hoffmann,keep,3482,37.830525,-119.512052,"Hall, Harvey Monroe",H. M. Hall & E. B. Babcock,Epilobium obcordatum
Diplacus mephiticus,NY,7/7/1911,1911,Little Yosemite Valley.,keep,9055,37.725847,-119.529264,"Hall, Harvey Monroe",H. M. Hall,Diplacus mephiticus
Corallorhiza maculata,F,,NA,"Yosemite National Park, Soda Springs Meadow",keep,,37.878816,-119.365455,"Evans, Herbert McLean",H. M. Evans,Corallorhiza maculata
Carex microptera,UTEP,8/10/2012,2012,1 air kilometers SSE of Mount Gibbs,keep,26093,37.867833,-119.2595,"Zika, Peter F.",Collector(s): Peter F. Zika,Carex microptera
Veronica peregrina,F,1919-07,1919,"Yosemite National Park, Tuolumne Meadows, Head Shadow Lake Valley",keep,s.n.,37.877147,-119.377657,"Evans, Herbert McLean",H. M. Evans,Veronica peregrina
Pinus lambertiana,AK,,NA,,keep,,37.833333,-119.55,"Aborn, R. G.",R G Aborn,Pinus lambertiana
Pinus jeffreyi,AK,,NA,,keep,,37.833333,-119.55,"Aborn, R. G.",R G Aborn,Pinus jeffreyi
Polystichum munitum,AK,12/19/1981,1981,,keep,,37.715694,-119.677361,"Parris, B. S.",B S Parris;J P Croxall,Polystichum imbricans
Poa secunda,F,1919-07,1919,"Yosemite National Park, trail to Cathedral Lake, above Tuolumne Meadow, 500 ft a",keep,s.n.,37.848325,-119.556977,"Evans, Herbert McLean",H. M. Evans,Poa secunda
Poa nervosa,F,7/16/1919,1919,"Yosemite National Park, trail to Cathedral Lake, above Tuolumne Meadow, 500 ft a",keep,s.n.,37.848325,-119.556977,"Evans, Herbert McLean",H. M. Evans,Poa nervosa
Poa bolanderi,F,7/16/1919,1919,"Yosemite National Park, trail to Cathedral Lake, above Tuolumne Meadow, 500 ft a",keep,s.n.,37.848325,-119.556977,"Evans, Herbert McLean",H. M. Evans,Poa bolanderi
Sparganium angustifolium,F,1919-07,1919,"Yosemite National Park, Delaney Creek",keep,s.n.,37.903158,-119.340404,"Evans, Herbert McLean",H. M. Evans,Sparganium angustifolium
Solidago elongata,F,1919-07,1919,"Yosemite National Park, Tuolumne Meadows, Reds Meadow",x,s.n.,37.877147,-119.377657,"Evans, Herbert McLean",H. M. Evans,Solidago elongata
Sequoiadendron giganteum,USF,9/21/1962,1962,Yosemite National Park.,keep,s.n.,37.85,-119.567,"Aborn, R. G.",R. Aborn,Sequoiadendron giganteum
Lupinus sellulus,F,7/17/1919,1919,"Yosemite National Park, Tuolumne Meadows, Budd Lake",keep,s.n.,37.841571,-119.3956,"Evans, Herbert McLean",H. M. Evans,Lupinus sellulus
Solidago multiradiata,F,7/18/1919,1919,"Yosemite National Park, Tuolumne Meadows, near Knob Creek",keep,s.n.,37.877147,-119.377657,"Evans, Herbert McLean",H. M. Evans,Solidago multiradiata
Epilobium halleanum,F,7/18/1918,1918,"Lake Tahoe Region, Ireland Creek",x,s.n.,37.804871,-119.287884,"Evans, Herbert McLean",H. M. Evans,Epilobium hallianum
Pellaea bridgesii,USF,7/11/1935,1935,Lambert Stone; Yosemite Park.,keep,s.n.,37.85,-119.567,"Epling, Carl","C. C. Epling, Wm. Robison",Pellaea bridgesii
Epilobium ciliatum,F,1919-07,1919,"Yosemite National Park, Tuolumne Meadows, Reds Meadow",x,s.n.,37.877147,-119.377657,"Evans, Herbert McLean",H. M. Evans,Epilobium ciliatum
Epilobium ciliatum,F,1919-07,1919,"Yosemite National Park, Tuolumne Meadows, Reds Meadow",x,s.n.,37.877147,-119.377657,"Evans, Herbert McLean",H. M. Evans,Epilobium ciliatum
Lupinus sellulus,F,1919-07,1919,"Yosemite National Park, Cathedral Lake",keep,s.n.,37.841832,-119.420475,"Evans, Herbert McLean",H. M. Evans,Lupinus sellulus
Carex congdonii,DES,7/31/1960,1960,Summit Lake.,keep,6467,37.855644,-119.214508,"Hardham, Clare Butterworth",Clare B. Hardham,Carex congdonii
Carex spectabilis,DES,8/2/1960,1960,Onion Lake: Head of Return Creek.,keep,6482,38.042176,-119.32022,"Hardham, Clare Butterworth",Clare B. Hardham,Carex spectabilis
Carex heteroneura,DES,7/31/1960,1960,Summit Lake.,keep,6467,37.855644,-119.214508,"Hardham, Clare Butterworth",Clare B. Hardham,Carex heteroneura
Acmispon decumbens,DES,3/18/1979,1979,"Tamarack Creek, Yosemite National Park",keep,7117,37.752056,-119.735694,"Sharsmith, Carl W.",C. W. Sharsmith,NA
Arnica cordifolia,USU,8/6/1923,1923,Dana Fork,keep,718,37.889167,-119.351111,"Mason, Herbert L.",H. L. Mason,Arnica cordifolia
Carex cusickii,F,7/10/1938,1938,"Yosemite National Park, S island in Swamp Lake, W of Hetch Hetchy",keep,11923,37.950247,-119.8288,"Mason, Herbert L.",H. L. Mason,Carex cusickii
Myriopteris gracillima,PH,7/6/1908,1908,"Glacier Point, Yosemite Valley",keep,s.n.,37.730369,-119.573688,"Tracy, Herb. H.",H. H. Tracy,Myriopteris gracillima
Athyrium filix-femina,PH,7/5/1908,1908,Yosemite Valley,keep,s.n.,37.740665,-119.595485,"Tracy, Herb. H.",H. H. Tracy,Athyrium filix-femina
Aspidotis densa,PH,7/3/1908,1908,Yosemite Falls,keep,s.n.,37.75422,-119.5995,"Tracy, Herb. H.",H. H. Tracy,Aspidotis densa
Cryptogramma acrostichoides,PH,7/7/1905,1905,"near Glacier Point, Yosemite",keep,s.n.,37.730759,-119.573774,"Tracy, Herb. H.",H. H. Tracy,Cryptogramma acrostichoides
Athyrium filix-femina,PH,7/5/1908,1908,Yosemite Valley,keep,s.n.,37.743923,-119.592395,"Tracy, Herb. H.",H. H. Tracy,Athyrium filix-femina
Eriogonum umbellatum,KU,1889-07-10,1889,"Above Nevada Falls, Yosemite National Park",keep,,37.725204,-119.533772,"Chesnut, Victor K.; ; Drew, Elmer R.",Victor K Chesnut; Elmer R Drew,Eriogonum umbellatum
Athyrium filix-femina,PH,7/5/1908,1908,Yosemite Valley,keep,s.n.,37.740665,-119.595485,"Tracy, Herb. H.",H. H. Tracy,Athyrium filix-femina
Cystopteris fragilis,PH,7/5/1908,1908,Yosemite Valley,keep,s.n.,37.740665,-119.595485,"Tracy, Herb. H.",H. H. tracy,Cystopteris fragilis
Cypripedium montanum,NY,6/11/1911,1911,Yosemite Valley,keep,2381,37.718399,-119.682002,"Walker, Miss Harriet A.",H. A. Walker,Cypripedium montanum
Pseudotsuga menziesii,CalBG,,NA,Yosemite National Park,keep,,37.7116,-119.5797,"Wright, George M.",George M. Wright,Pseudotsuga menziesii
Pseudotsuga menziesii,UCB,1896-04-01,1896,Yosemite,keep,,37.7116,-119.5797,"Clarke, Galen",Galen Clark,Pseudotsuga menziesii
Pinus lambertiana,USF,1962-08,1962,Yosemite National Park.,keep,s.n.,37.85,-119.567,"Aborn, R. G.",R. Aborn,Pinus lambertiana
Pinus contorta,USF,1962-08,1962,Yosemite National Park.,keep,s.n.,37.85,-119.567,"Aborn, R. G.",R. Aborn,Pinus contorta
Abies concolor,UCB,,NA,Yosemite,keep,,37.7116,-119.5797,"Clarke, Galen",Galen Clark,Abies concolor
Quercus chrysolepis,USF,1962-09,1962,Yosemite National Forest.,keep,s.n.,37.85,-119.567,"Aborn, R. G.",R. Aborn,Quercus chrysolepis
Corallorhiza maculata,USF,9/12/1962,1962,Yosemite National Park.,keep,s.n.,37.85,-119.567,"Aborn, R. G.",R. Aborn,Corallorhiza maculata
Pseudotsuga menziesii,HU,1896-04-01,1896,Yosemite,keep,,37.7116,-119.5797,"Clarke, Galen",Galen Clark,Pseudotsuga menziesii
Abies concolor,HU,,NA,Yosemite Valley,keep,,37.7264,-119.6116,"Clarke, Galen",Galen Clark,Abies concolor
Castilleja applegatei,USF,7/22/1966,1966,"Yosemite National Park; slope between Tioga Pass and Mount Dana.  T1N, R25E, Sec. 32.",keep,2925,37.85,-119.567,"Holmgren, Noel H.","N. H. Holmgren, J.L. Reveal",Castilleja applegatei
Neottia convallarioides,USF,7/11/1929,1929,Above Gentry Station; Yosemite.,keep,s.n.,37.85,-119.567,unknown,unknown,Neottia convallarioides
Platanthera dilatata,USF,7/20/1923,1923,Yosemite.,keep,s.n.,37.85,-119.567,unknown,unknown,Platanthera dilatata
Platanthera elegans,USF,7/16/1923,1923,Yosemite Valley.,keep,s.n.,37.85,-119.567,unknown,unknown,NA
Platanthera unalascensis,USF,7/11/1926,1926,Above Gentry Station; Yosemite.,keep,s.n.,37.85,-119.567,unknown,unknown,Platanthera unalascensis
Habenaria alata,USF,7/11/1929,1929,Yosemite.,keep,s.n.,37.85,-119.567,unknown,unknown,NA
Habenaria alata,USF,7/27/1923,1923,Near Glacier Point; Yosemite.,keep,s.n.,37.85,-119.567,unknown,unknown,NA
Claytonia parviflora,ASU,6/25/1959,1959,Yosemite National Park; near Foresta; on Old Coulterville Rd to Little Nelly Falls.,keep,1558,37.698,-119.754,"Smith, Gladys L.",G.L. Smith,Claytonia parviflora
Corallorhiza maculata,USF,7/20/1923,1923,"Glacier Point, Yosemite.",keep,s.n.,37.85,-119.567,"Grinnell, George Henry",G.H. Grinnell,Corallorhiza maculata
Smithiastrum prenanthoides,MA,7/26/1988,1988,"Yosemite National Park, en la cra. US 120",keep,,37.85,-119.56667,"Nieto Feliner, G.",G. Nieto Feliner & R. Lansac,Smithiastrum prenanthoides
Ipomopsis aggregata,ASU,7/24/1958,1958,"Yosemite National Park, between Buena Vista Lake and Buck Camp Trail; 37.54611 -119.45417",keep,45-59,37.54611,-119.45417,"McMillan, Gladys","G. McMillan; G. McMillan, E. McMillan",Ipomopsis aggregata
Carex amplifolia,ID,6/26/1959,1959,"Along Foresta Creek, Foresta. Yosemite National Park.",keep,1584,37.692404,-119.759556,"Smith, Gladys L.",G. L. Smith,Carex amplifolia
Neottia convallarioides,F,,NA,"Yosemite, above Gentry Station",keep,,37.74241,-119.704117,"Grinnell, George Henry",G. H. Grinnell,Neottia convallarioides
Neottia convallarioides,F,7/11/1929,1929,"Yosemite, above Gentry Station",keep,,37.74241,-119.704117,"Grinnell, George Henry",G. H. Grinnell,Neottia convallarioides
Platanthera dilatata,F,8/18/1926,1926,"Yosemite, Cascade Creek above Gentry Station",keep,,37.742609,-119.701502,"Grinnell, George Henry",G. H. Grinnell,Platanthera dilatata
Eragrostis virescens,KU,9/28/1978,1978,"Yosemite National Park, mouth of Yosemite Creek at Merced River",keep,,37.75,-119.55,"Barbe, G. Douglas",G Douglas Barbe; Denis Griffen; K A Parker,NA
Abies concolor,CalBG,,NA,"Yosemite National Park, Trail to Vernal Falls",keep,,37.7267,-119.5447,"Detmers, Freda",Freda Detmers,Abies concolor
Pseudotsuga menziesii,CalBG,8/3/1929,1929,"Yosemite National Park, near Vernal Falls",keep,,37.7267,-119.5447,"Detmers, Freda",Freda Detmers,Pseudotsuga menziesii
Abies concolor,CalBG,,NA,Yosemite Valley,keep,,37.7264,-119.6116,"Detmers, Freda",Freda Detmers,Abies concolor
Muhlenbergia montana,USU,7/19/1935,1935,Lake Tenaya  north of lake.,keep,11535,37.848056,-119.452778,"Peirson, Frank W.",Frank W. Pierson,Muhlenbergia montana
Carex macloviana,F,1866,1866,Mt. Dana,keep,5069,37.899649,-119.221262,"Bolander, Henry Nicholas",H. N. Bolander,Carex macloviana
Abies concolor,NPS,7/10/1937,1937,Research Reserve,keep,,37.8428,-119.6262,"""Field School""",Field School,Abies concolor
Allium campanulatum,WS,6/29/1948,1948,Near Valley View.,keep,2448,37.71722,-119.66111,"Hoffman, F. W.",F.W. Hoffman,Allium campanulatum
Pseudotsuga menziesii,UCB,1875-07-01,1875,Glacier Point Yosemite Valley,keep,,37.7287,-119.5738,"McLean, F. P.",F.P. McLean,Pseudotsuga menziesii
Pteridium aquilinum,UConn,1930-07,1930,"Yosemite Valley, Yosemite National Park",keep,51,37.71638,-119.66527,"Cota, F. M.",F.M. Cota,Pteridium feei
Geranium californicum,MA,7/31/1941,1941,"Mariposa Co., Yosemite National Park, Glacier Point",keep,,37.72,-119.57,"Wylie, Fred H.",F.H. Wylie,Geranium californicum
Erythranthe microphylla,NY,5/28/1940,1940,"1 mi. S of Wawona, Yosemite National Park.",keep,25580,37.52238,-119.656268,"Pennell, Francis Whittier",F. W. Pennell,Erythranthe microphylla
Carex helleri,F,7/12/1933,1933,"NW plateau of Mt. Dana, Sierra Nevada",keep,14,37.903352,-119.235424,"Sharsmith, Carl W.",C. W. Sharsmith,Carex helleri
Carex heteroneura,F,8/19/1936,1936,"Slate Creek Valley, E of Mt. Conness, Harvey Monroe Hall Natural Area, S facing",x,4450,37.966868,-119.321268,"Keck, David D.",D. D. Keck,Carex heteroneura
Hieracium horridum,YPM,1866,1866,At foot of Mt. Dana,keep,6131,37.899686,-119.221249,"Bolander, Henry Nicholas",Henry N. Bolander,Hieracium horridum
Heterocodon rariflorum,ENCB-IPN,8/17/1930,1930,Yosemite National Park,keep,,37.786389,-119.588056,"Peirson, Frank W.",F. W. Peirson,Heterocodon rariflorum
Prunella vulgaris,NY,1891-08-08,1891,Yosemite Valley.,keep,1849,37.718399,-119.682002,"Coville, Frederick V.",F. V. Coville,Prunella vulgaris
Mentha canadensis,NY,1891-08-08,1891,Yosemite Valley.,keep,1852,37.718399,-119.682002,"Coville, Frederick V.",F. V. Coville,Mentha arvensis
Arceuthobium campylopodum,ASC,7/12/1966,1966,Yosemite National Park 7 miles E of Crane Flat Jct. on Tioga Pass Road,keep,938,37.751923,-119.798911,"Hawksworth, F. G.",F. Hawksworth,Arceuthobium campylopodum
Clematis lasiantha,USF,6/9/1987,1987,"Oakhurst, N end of town along road to Yosemite.",x,870609-1,37.85,-119.567,"Essig, F. B.",F. B. Essig,Clematis lasiantha
Allium obtusum,WS,6/13/1937,1937,"Peddler Hill, 3 miles northeast of Lumberyard, Sierra Nevada.",x,1929,37.722422,-119.26946,"Crum, Ethel K.",Ethel Crum,Allium obtusum
Lathyrus lanszwertii,DES,,NA,Yosemite National Park,keep,2271,37.848325,-119.556977,"Anderson, Edward F.",Edward F. Anderson,Lathyrus lanszwertii
Geranium californicum,MA,1896-07-06,1896,"Mariposa Co., Big Meadow",keep,,37.7,-119.75,"Jepson, Willis L.",W.L. Jepson,Geranium californicum
Geranium californicum,MA,5/30/1924,1924,"Mariposa Co., Gin Flat",keep,,37.75,-119.77,"Jepson, Willis L.",W.L. Jepson,Geranium californicum
Euphorbia crenulata,DES,,NA,Yosemite National Park,keep,2257,37.848325,-119.556977,"Anderson, Edward F.",Edward F. Anderson,Euphorbia crenulata
Geranium californicum,MA,6/30/1925,1925,"Mariposa Co., Yosemite valley",keep,,37.72,-119.57,"Keck, David D.",D.D. Kack,Geranium californicum
Chamaebatia foliolosa,DES,,NA,Yosemite National Park,keep,2263,37.848325,-119.556977,"Anderson, Edward F.",Edward F. Anderson,Chamaebatia foliolosa
Silene lemmonii,DES,,NA,Yosemite National Park,keep,2266,37.848325,-119.556977,"Anderson, Edward F.",Edward F. Anderson,Silene lemmonii
Lupinus grayi,DES,,NA,Yosemite National Park,keep,2274,37.848325,-119.556977,"Anderson, Edward F.",Edward F. Anderson,Lupinus grayi
Eriogonum nudum,DES,,NA,Yosemite National Park,keep,2282,37.848325,-119.556977,"Anderson, Edward F.",Edward F. Anderson,Eriogonum nudum
Lupinus stiversii,F,5/26/1925,1925,"Yosemite National Park, trail between Liberty Cap and Little Yosemite",keep,s.n.,37.72723,-119.529422,"Flinn, C.",C. Flinn,Lupinus stiversii
Arctostaphylos viscida,DES,,NA,Yosemite National Park,keep,2264,37.848325,-119.556977,"Anderson, Edward F.",Edward F. Anderson,Arctostaphylos viscida
Lupinus stiversii,F,8/26/1960,1960,"Yosemite National Park, around Tenaya Lake, along Tioga Road",keep,5534,37.833975,-119.464102,"Glassman, S. F.",S. F. Glassman,Lupinus stiversii
Drymocallis glandulosa,DES,,NA,Yosemite National Park,keep,2288,37.848325,-119.556977,"Anderson, Edward F.",Edward F. Anderson,Drymocallis glandulosa
Populus tremuloides,DES,,NA,Yosemite National Park,keep,2336,37.720529,-119.628989,"Anderson, Edward F.",Edward F. Anderson,Populus tremuloides
Pyrola picta,DES,,NA,Yosemite National Park,keep,2258,37.848325,-119.556977,"Anderson, Edward F.",Edward F. Anderson,Pyrola picta
Salix petrophila,F,8/6/1931,1931,"Yosemite National Park, Upper Gaylor Lake",keep,539,37.922548,-119.267428,"Ball, Carleton R.",C. R. Ball & et al.,Salix petrophila
Salix petrophila,F,8/5/1931,1931,"Yosemite National Park, at margin of Dana Fork of Tuolumne River, between Mt. Da",keep,522,37.886622,-119.219592,"Ball, Carleton R.",C. R. Ball & et al.,Salix petrophila
Salix orestera,F,8/6/1931,1931,"Yosemite National Park, meadow on Tioga Road, 5 km E of Tuolumne Meadows",keep,535,37.877133,-119.320622,"Ball, Carleton R.",C. R. Ball & et al.,Salix orestera
Salix orestera,F,8/6/1931,1931,"Yosemite National Park, Upper Gaylor Lake",keep,538,37.922548,-119.267428,"Ball, Carleton R.",C. R. Ball & et al.,Salix orestera
Salix orestera,F,1864-06,1864,Mt. Hoffman,keep,1677,37.847479,-119.512411,"Brewer, William Henry",W. H. Brewer,Salix orestera
Salix orestera,F,8/5/1931,1931,"Yosemite National Park, along margin of Dana Fork of Tuolumne River, between Mt.",keep,519,37.887815,-119.227395,"Ball, Carleton R.",C. R. Ball & et al.,Salix orestera
Salix orestera,F,8/4/1931,1931,"Yosemite National Park, 6 km W of Tenaya Lake",keep,516,37.831176,-119.528984,"Ball, Carleton R.",C. R. Ball & et al.,Salix orestera
Salix orestera,F,8/8/1931,1931,"Yosemite National Park, Dana Fork of Tuolumne River at Tuolumne Meadows Lodge",keep,549,37.875181,-119.352107,"Ball, Carleton R.",C. R. Ball & et al.,Salix orestera
Salix orestera,F,8/8/1931,1931,"Yosemite National Park, Dana Fork of Tuolumne River at Tuolumne Meadows Lodge",keep,546,37.875181,-119.352107,"Ball, Carleton R.",C. R. Ball & et al.,Salix orestera
Salix orestera,F,1864-06,1864,Mt. Hoffman,keep,1677,37.847479,-119.512411,"Brewer, William Henry",W. H. Brewer,Salix orestera
Salix orestera,F,8/6/1931,1931,"Yosemite National Park, 3 km SW of Lower Gaylor Lake",keep,543,37.894099,-119.316501,"Ball, Carleton R.",C. R. Ball & et al.,Salix orestera
Salix ligulifolia,F,8/4/1931,1931,"Yosemite National Park, Crane Flat, on Big Oak Flat Road",keep,509,37.759065,-119.826402,"Ball, Carleton R.",C. R. Ball & et al.,Salix ligulifolia
Iris hartwegii,DES,,NA,Yosemite National Park,keep,2280,37.848325,-119.556977,"Anderson, Edward F.",Edward F. Anderson,Iris hartwegii
Geranium richardsonii,MA,7/23/1933,1933,"Mariposa Co., Yosemite National Park, foot of Glacier Point",keep,,37.72,-119.57,"Purer, Edith A.",E.A. Purer,Geranium richardsonii
Dichanthelium implicatum,DES,9/4/1963,1963,"Happy Isles, on Merced River, Yosemite Valley.",keep,6133,37.715647,-119.664913,"Blakley, E. R.",E. R. Blakley,NA
Phleum alpinum,DES,9/5/1973,1973,South side of May Lake.,keep,6160,37.844373,-119.49323,"Blakley, E. R.",E. R. Blakley,Phleum alpinum
Poa pratensis,F,1866,1866,Mt. Dana,keep,5068,37.899649,-119.221262,"Bolander, Henry Nicholas",H. N. Bolander,Poa pratensis
Sedum obtusatum,F,1902-07,1902,"Yosemite National Park; vicinity of Tuolumne Meadows, in the Canadian Zone",keep,3545,37.848325,-119.556977,"Hall, Harvey Monroe",E. M. Hall & H. H. Babcock,Sedum obtusatum
Lupinus stiversii,F,6/24/1912,1912,Yosemite Valley (Royal Arches),keep,1074,37.746592,-119.566275,"Babcock, E. B.",E. B. Babcock,Lupinus stiversii
Lupinus grayi,F,6/24/1912,1912,"below Mirror Lake, Yosemite Valley",keep,1075,37.748579,-119.548772,"Babcock, E. B.",E. B. Babcock,Lupinus grayi
Galium bolanderi,,9/9/1983,1983,,keep,,37.72167,-119.646,Коропачинский И.Ю.;Смирнов И.А.;Молчанов Е.Ф.,Коропачинский И.Ю.;Смирнов И.А.;Молчанов Е.Ф.,Galium bolanderi
Carex microptera,MO,8/10/2012,2012,"1 air km SSE of Mt. Gibbs, central Sierra Nevada Highlands (c SNH).",keep,Zika 26093,37.866667,-119.216667,"Zika, Peter F.",Peter F. Zika,Carex microptera
