accepted_name,scientific_name,taxonomic_status,family,broader,establishment_means,count_RG,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,iNat_needsID_only,final_list,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,year_first_voucher,year_last_voucher,date_first_iNat_obs,date_last_iNat_obs,notes,iNat_needsID_only_notes
Pinus nigra,Pinus pyrenaica,synonym,Pinaceae,2.gymnosperm,introduced,,,1,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,"note that the voucher name was set to just Pinus in the AVH as the processed value. In iNat, pyrenaica = Pinus nigra subsp. salzmannii",
Pinus radiata,Pinus radiata,accepted,Pinaceae,2.gymnosperm,introduced,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Podocarpus spinulosus,Podocarpus spinulosus,accepted,Podocarpaceae,2.gymnosperm,native,24,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1897,2004,2020,2023,,
Avicennia marina,Avicennia marina,accepted,Acanthaceae,3.dicot,native,10,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2020,2023,,
Brunoniella pumilio,Brunoniella pumilio,accepted,Acanthaceae,3.dicot,native,1,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2022,2022,,
Pseuderanthemum variabile,Pseuderanthemum variabile,accepted,Acanthaceae,3.dicot,native,25,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1910,2002,2004,2024,"2002 voucher geolocated just outside the park, but inside Royal based on notes",
Thunbergia alata,Thunbergia alata,accepted,Acanthaceae,3.dicot,introduced,2,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1975,1975,2023,2023,,
Carpobrotus aequilaterus,Carpobrotus aequilaterus,accepted,Aizoaceae,3.dicot,introduced,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Carpobrotus glaucescens,Carpobrotus glaucescens,accepted,Aizoaceae,3.dicot,native,16,1,1,1,1,1,1,,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,2018,2018,2015,2024,,
Tetragonia tetragonoides,Tetragonia tetragonoides,accepted,Aizoaceae,3.dicot,native,1,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2021,2021,,
Alternanthera denticulata,Alternanthera denticulata,accepted,Amaranthaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1975,1975,,,,none
Atriplex prostrata,Atriplex prostrata,accepted,Amaranthaceae,3.dicot,introduced,,1,,,1,,,,,,1,XX-not in graphics,"add, needsID observation that likely correct",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,yes_correct
Chenopodium nutans,Chenopodium nutans,accepted,Amaranthaceae,3.dicot,native,,,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Chenopodium nutans,Einadia nutans,synonym,Amaranthaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Chenopodium robertianum,Chenopodium robertianum,accepted,Amaranthaceae,3.dicot,native,,,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Chenopodium robertianum,Einadia hastata,synonym,Amaranthaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Chenopodium trigonon,Chenopodium trigonon,accepted,Amaranthaceae,3.dicot,native,,,,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",1978,1978,,,,none
Chenopodium trigonon,Einadia trigonos,synonym,Amaranthaceae,3.dicot,native,,1,1,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Deeringia amaranthoides,Deeringia amaranthoides,accepted,Amaranthaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1928,1983,,,1983 voucher had been geolocated into ocean but clearly from Royal based on notes,none
Dysphania ambrosioides,Dysphania ambrosioides,accepted,Amaranthaceae,3.dicot,introduced,,,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Dysphania ambrosioides,Chenopodium ambrosioides,synonym,Amaranthaceae,3.dicot,introduced,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Gomphrena celosioides,Gomphrena celosioides,accepted,Amaranthaceae,3.dicot,introduced,,,1,,,1,,,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,2019,2019,,,,none
Rhagodia candolleana,Rhagodia candolleana,accepted,Amaranthaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1983,2019,,,,none
Rhagodia candolleana,Rhagodia baccata ,misapplied,Amaranthaceae,3.dicot,native,,1,,,misapplied,misapplied,misapplied,,,,,XX-misapplied,XX-misapplied,taxonomic or nomenclatural error,"remove, double or triple listing due to synonymy",XX-misapplied,XX-misapplied,,,,,Rhagodia baccata is WA only,
Salicornia quinqueflora,Salicornia quinqueflora,accepted,Amaranthaceae,3.dicot,native,5,,,1,1,,1,,,,1,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2020,2023,,
Salicornia quinqueflora,Sarcocornia quinqueflora,synonym,Amaranthaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Suaeda australis,Suaeda australis,accepted,Amaranthaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1967,1967,2023,2023,,
Euroschinus falcatus,Euroschinus falcatus,accepted,Anacardiaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1958,2001,,,,none
Aphanopetalum resinosum,Aphanopetalum resinosum,accepted,Aphanopetalaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1888,1981,2021,2021,,
Actinotus helianthi,Actinotus helianthi,accepted,Apiaceae,3.dicot,native,118,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1933,2012,1981,2024,,
Actinotus minor,Actinotus minor,accepted,Apiaceae,3.dicot,native,93,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1887,2012,2011,2024,,
Apium prostratum,Apium prostratum,accepted,Apiaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1936,1947,,,,none
Centella asiatica,Centella asiatica,accepted,Apiaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1960,1986,,,,none
Centella cordifolia,Centella cordifolia,accepted,Apiaceae,3.dicot,native,,,1,,,1,,1,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,1960,2016,,,,none
Cyclospermum leptophyllum,Cyclospermum leptophyllum,accepted,Apiaceae,3.dicot,introduced,1,1,,1,1,1,1,,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,geographic error,"add, coordinates erroneously outside protected area or missing coordinates",2002,2002,2021,2021,"2002 voucher geolocated just outside the park, but inside Royal based on notes",
Daucus glochidiatus,Daucus glochidiatus,accepted,Apiaceae,3.dicot,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Foeniculum vulgare,Foeniculum vulgare,accepted,Apiaceae,3.dicot,introduced,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Lilaeopsis polyantha,Lilaeopsis polyantha,accepted,Apiaceae,3.dicot,native,,1,1,,1,1,,,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,2005,2005,,,,none
Platysace ericoides,Platysace ericoides,accepted,Apiaceae,3.dicot,native,4,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1905,1905,2021,2023,,
Platysace lanceolata,Platysace lanceolata,accepted,Apiaceae,3.dicot,native,26,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1929,1983,2019,2024,,
Platysace linearifolia,Platysace linearifolia,accepted,Apiaceae,3.dicot,native,35,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1896,1988,2020,2024,,
Platysace stephensonii,Platysace stephensonii,accepted,Apiaceae,3.dicot,native,7,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1955,1995,1988,2024,,
Xanthosia pilosa,Xanthosia pilosa,accepted,Apiaceae,3.dicot,native,48,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1887,2005,2018,2023,,
Xanthosia tridentata,Xanthosia tridentata,accepted,Apiaceae,3.dicot,native,6,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2021,2024,,
Araujia sericifera,Araujia sericifera,accepted,Apocynaceae,3.dicot,introduced,1,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2022,2022,,
Asclepias curassavica,Asclepias curassavica,accepted,Apocynaceae,3.dicot,introduced,6,,,1,,,1,,,,1,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2021,2024,,
Gomphocarpus fruticosus,Gomphocarpus fruticosus,accepted,Apocynaceae,3.dicot,introduced,3,1,,1,1,1,1,,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,geographic error,"add, coordinates erroneously outside protected area or missing coordinates",2002,2002,1988,2023,"2002 voucher geolocated just outside the park, but inside Royal based on notes",
Gomphocarpus physocarpus,Gomphocarpus physocarpus,accepted,Apocynaceae,3.dicot,introduced,1,,,1,,,1,,,,1,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2024,2024,,
Leichhardtia flavescens,Leichhardtia flavescens,accepted,Apocynaceae,3.dicot,native,,,,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",1899,1960,,,,yes_unsure
Leichhardtia flavescens,Marsdenia flavescens,synonym,Apocynaceae,3.dicot,native,,1,1,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Leichhardtia rostrata,Leichhardtia rostrata,accepted,Apocynaceae,3.dicot,native,1,,,1,1,,1,,,,1,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2020,2020,,
Leichhardtia rostrata,Marsdenia rostrata,synonym,Apocynaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Leichhardtia suaveolens,Leichhardtia suaveolens,accepted,Apocynaceae,3.dicot,native,2,,,1,1,1,1,,1,,1,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",1993,1993,2020,2022,,
Leichhardtia suaveolens,Marsdenia suaveolens,synonym,Apocynaceae,3.dicot,native,,1,1,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Melodinus australis,Melodinus australis,accepted,Apocynaceae,3.dicot,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1958,1968,,,,none
Nerium oleander,Nerium oleander,accepted,Apocynaceae,3.dicot,introduced,4,,,1,,,1,,,,1,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2008,2023,,
Parsonsia straminea,Parsonsia straminea,accepted,Apocynaceae,3.dicot,native,3,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1888,1981,2020,2022,"there are apparently two 1770 vouchers from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded them",
