family,day,month,year,species
Cunoniaceae,5,3,1910,Bauera rubioides
Cunoniaceae,19,9,1942,Bauera rubioides
Cunoniaceae,18,3,1961,Bauera rubioides
Cunoniaceae,13,9,1972,Bauera rubioides
Cunoniaceae,13,9,1972,Bauera rubioides
Cunoniaceae,22,9,1986,Bauera rubioides
Cunoniaceae,20,10,1992,Bauera rubioides
Cunoniaceae,18,10,2005,Bauera rubioides
Cunoniaceae,11,10,2012,Bauera rubioides
Euphorbiaceae,26,6,1942,Bertya pomaderroides
Euphorbiaceae,24,2,1952,Bertya pomaderroides
Euphorbiaceae,24,9,1966,Bertya pomaderroides
Pittosporaceae,20,10,1968,Billardiera scandens
Pittosporaceae,11,10,2012,Billardiera scandens
Pittosporaceae,11,10,2012,Billardiera scandens
Blandfordiaceae,23,11,1936,Blandfordia nobilis
Blandfordiaceae,29,10,1965,Blandfordia nobilis
Blandfordiaceae,4,12,1970,Blandfordia nobilis
Blandfordiaceae,1,10,1971,Blandfordia nobilis
Blandfordiaceae,1,12,1973,Blandfordia nobilis
Blandfordiaceae,1,12,1973,Blandfordia nobilis
Blandfordiaceae,6,12,1987,Blandfordia nobilis
Blandfordiaceae,17,11,1994,Blandfordia nobilis
Blechnaceae,,1,1897,Blechnum ambiguum
Blechnaceae,,6,1905,Blechnum ambiguum
Blechnaceae,20,7,1929,Blechnum ambiguum
Blechnaceae,18,5,1948,Blechnum ambiguum
Blechnaceae,26,6,1949,Blechnum ambiguum
Blechnaceae,13,4,1953,Blechnum ambiguum
Blechnaceae,13,4,1953,Blechnum ambiguum
Blechnaceae,13,4,1953,Blechnum ambiguum
Blechnaceae,2,11,1954,Blechnum ambiguum
Blechnaceae,3,5,1960,Blechnum ambiguum
Blechnaceae,3,5,1960,Blechnum ambiguum
Blechnaceae,3,5,1960,Blechnum ambiguum
Blechnaceae,3,5,1960,Blechnum ambiguum
Blechnaceae,3,5,1960,Blechnum ambiguum
Blechnaceae,3,5,1960,Blechnum ambiguum
Blechnaceae,3,5,1960,Blechnum ambiguum
Blechnaceae,,6,1905,Blechnum nudum
Blechnaceae,23,4,1921,Blechnum nudum
Blechnaceae,,4,1927,Blechnum nudum
Blechnaceae,,8,1933,Blechnum nudum
Blechnaceae,31,5,1993,Blechnum nudum
Blechnaceae,,6,1905,Blechnum patersonii
Blechnaceae,,12,1915,Blechnum patersonii
Blechnaceae,,12,1915,Blechnum patersonii
Blechnaceae,23,4,1921,Blechnum patersonii
Blechnaceae,18,6,1989,Blechnum patersonii
Blechnaceae,3,5,1960,Blechnum wattsii
Blechnaceae,3,5,1960,Blechnum wattsii
Blechnaceae,3,5,1960,Blechnum wattsii
Blechnaceae,3,5,1960,Blechnum wattsii
Blechnaceae,3,5,1960,Blechnum wattsii
Blechnaceae,3,5,1960,Blechnum wattsii
Blechnaceae,3,5,1960,Blechnum wattsii
Blechnaceae,3,5,1960,Blechnum wattsii
Blechnaceae,3,5,1960,Blechnum wattsii
Blechnaceae,23,7,1967,Blechnum wattsii
Blechnaceae,6,4,1975,Blechnum wattsii
Rutaceae,,10,1889,Boronia barkeriana
Rutaceae,6,9,1898,Boronia barkeriana
Rutaceae,,10,1908,Boronia barkeriana
Rutaceae,,9,1889,Boronia floribunda
Rutaceae,,11,1896,Boronia floribunda
Rutaceae,22,9,1986,Boronia floribunda
Rutaceae,1,10,1894,Boronia ledifolia
Rutaceae,17,10,1896,Boronia ledifolia
Rutaceae,,8,1901,Boronia ledifolia
Rutaceae,1,8,1902,Boronia ledifolia
Rutaceae,13,8,1914,Boronia ledifolia
Rutaceae,1,8,1921,Boronia ledifolia
Rutaceae,,8,1921,Boronia ledifolia
Rutaceae,,8,1921,Boronia ledifolia
Rutaceae,12,8,1926,Boronia ledifolia
Rutaceae,20,8,1926,Boronia ledifolia
Rutaceae,24,8,1932,Boronia ledifolia
Rutaceae,14,7,1946,Boronia ledifolia
Rutaceae,3,5,1950,Boronia ledifolia
Rutaceae,24,8,1952,Boronia ledifolia
Rutaceae,24,8,1952,Boronia ledifolia
Rutaceae,21,8,1960,Boronia ledifolia
Rutaceae,21,8,1960,Boronia ledifolia
Rutaceae,28,8,1970,Boronia ledifolia
Rutaceae,21,8,1981,Boronia ledifolia
Rutaceae,15,9,1981,Boronia ledifolia
Rutaceae,22,9,1986,Boronia ledifolia
Rutaceae,3,8,1989,Boronia ledifolia
Rutaceae,31,7,1997,Boronia ledifolia
Rutaceae,31,7,1997,Boronia ledifolia
Rutaceae,27,8,1999,Boronia ledifolia
Rutaceae,9,3,2005,Boronia ledifolia
Rutaceae,3,11,2005,Boronia ledifolia
Rutaceae,16,5,2006,Boronia ledifolia
Rutaceae,16,5,2006,Boronia ledifolia
Rutaceae,27,10,1946,Boronia pinnata
Rutaceae,24,8,1952,Boronia pinnata
Rutaceae,,9,1964,Boronia pinnata
Rutaceae,,9,1908,Boronia serrulata
Rutaceae,6,9,1925,Boronia serrulata
Rutaceae,5,9,1936,Boronia serrulata
Rutaceae,,10,1956,Boronia serrulata
Rutaceae,5,10,1961,Boronia serrulata
Rutaceae,24,9,1966,Boronia serrulata
Rutaceae,15,9,1981,Boronia serrulata
Rutaceae,20,9,1981,Boronia serrulata
Rutaceae,22,9,1986,Boronia serrulata
Rutaceae,3,11,2005,Boronia serrulata
Rutaceae,3,11,2005,Boronia serrulata
Rutaceae,3,11,2005,Boronia serrulata
Rutaceae,15,11,2005,Boronia serrulata
Rutaceae,30,10,2008,Boronia serrulata
Rutaceae,6,11,2009,Boronia serrulata
Rutaceae,6,11,2009,Boronia serrulata
Rutaceae,9,10,2012,Boronia serrulata
Rutaceae,,9,1935,Boronia thujona
Rutaceae,17,8,1950,Boronia thujona
Rutaceae,17,8,1950,Boronia thujona
Rutaceae,17,8,1950,Boronia thujona
Rutaceae,17,8,1950,Boronia thujona
Rutaceae,5,9,1950,Boronia thujona
Rutaceae,,10,1950,Boronia thujona
Rutaceae,,12,1961,Boronia thujona
Rutaceae,,12,1961,Boronia thujona
Rutaceae,1,11,1967,Boronia thujona
Rutaceae,28,9,1972,Boronia thujona
Rutaceae,28,9,1972,Boronia thujona
Rutaceae,28,9,1972,Boronia thujona
Rutaceae,28,9,1972,Boronia thujona
Rutaceae,30,10,2008,Boronia thujona
Fabaceae,22,9,1887,Bossiaea ensata
Fabaceae,22,9,1887,Bossiaea ensata
Fabaceae,22,9,1887,Bossiaea ensata
Fabaceae,7,10,1895,Bossiaea ensata
Fabaceae,25,12,1895,Bossiaea ensata
Fabaceae,,1,1896,Bossiaea ensata
Fabaceae,,10,1896,Bossiaea ensata
Fabaceae,,9,1921,Bossiaea ensata
Fabaceae,28,8,1970,Bossiaea ensata
Fabaceae,6,11,1971,Bossiaea ensata
Fabaceae,6,12,1987,Bossiaea ensata
Fabaceae,6,12,1987,Bossiaea ensata
Fabaceae,1,10,2001,Bossiaea ensata
Fabaceae,1,10,2001,Bossiaea ensata
Fabaceae,11,10,2012,Bossiaea ensata
Fabaceae,11,10,2012,Bossiaea ensata
Fabaceae,,4,1890,Bossiaea heterophylla
Fabaceae,,5,1896,Bossiaea heterophylla
Fabaceae,17,10,1896,Bossiaea heterophylla
Fabaceae,,10,1898,Bossiaea heterophylla
Fabaceae,13,5,1905,Bossiaea heterophylla
Fabaceae,13,5,1905,Bossiaea heterophylla
Fabaceae,29,6,1914,Bossiaea heterophylla
Fabaceae,,4,1921,Bossiaea heterophylla
Fabaceae,21,5,1927,Bossiaea heterophylla
Fabaceae,9,5,1933,Bossiaea heterophylla
Fabaceae,23,7,1933,Bossiaea heterophylla
Fabaceae,23,7,1933,Bossiaea heterophylla
Fabaceae,1,5,1943,Bossiaea heterophylla
Fabaceae,,4,1951,Bossiaea heterophylla
Fabaceae,3,5,1960,Bossiaea heterophylla
Fabaceae,3,5,1960,Bossiaea heterophylla
Fabaceae,18,6,1961,Bossiaea heterophylla
Fabaceae,31,5,1968,Bossiaea heterophylla
Fabaceae,31,5,1968,Bossiaea heterophylla
Fabaceae,4,5,1969,Bossiaea heterophylla
Fabaceae,20,5,1971,Bossiaea heterophylla
Fabaceae,16,5,2006,Bossiaea heterophylla
Fabaceae,6,8,1840,Bossiaea obcordata
Fabaceae,6,8,1840,Bossiaea obcordata
Fabaceae,,9,1964,Bossiaea obcordata
Fabaceae,29,9,2015,Bossiaea prostrata
Fabaceae,,10,1915,Bossiaea rhombifolia
Fabaceae,21,8,1960,Bossiaea scolopendria
Fabaceae,1,9,1963,Bossiaea scolopendria
Fabaceae,22,9,1888,Bossiaea stephensonii
Fabaceae,,9,1888,Bossiaea stephensonii
Fabaceae,,9,1888,Bossiaea stephensonii
Fabaceae,,9,1888,Bossiaea stephensonii
Fabaceae,,4,1890,Bossiaea stephensonii
Fabaceae,,,1897,Bossiaea stephensonii
Fabaceae,,,1897,Bossiaea stephensonii
Fabaceae,1,10,1899,Bossiaea stephensonii
Fabaceae,1,8,1906,Bossiaea stephensonii
Fabaceae,1,9,1910,Bossiaea stephensonii
Fabaceae,13,8,1914,Bossiaea stephensonii
Fabaceae,1,8,1921,Bossiaea stephensonii
Fabaceae,,8,1921,Bossiaea stephensonii
Fabaceae,1,9,1921,Bossiaea stephensonii
Fabaceae,20,8,1926,Bossiaea stephensonii
Fabaceae,,8,1927,Bossiaea stephensonii
Fabaceae,,8,1927,Bossiaea stephensonii
Fabaceae,,8,1927,Bossiaea stephensonii
Fabaceae,,8,1927,Bossiaea stephensonii
Fabaceae,,8,1927,Bossiaea stephensonii
Fabaceae,,8,1927,Bossiaea stephensonii
Fabaceae,18,10,1945,Bossiaea stephensonii
Fabaceae,3,5,1960,Bossiaea stephensonii
Fabaceae,4,10,1983,Bossiaea stephensonii
Fabaceae,4,10,1983,Bossiaea stephensonii
Fabaceae,21,4,1986,Bossiaea stephensonii
Fabaceae,21,4,1986,Bossiaea stephensonii
Fabaceae,21,4,1986,Bossiaea stephensonii
Fabaceae,21,4,1986,Bossiaea stephensonii
Fabaceae,21,4,1986,Bossiaea stephensonii
Fabaceae,21,4,1986,Bossiaea stephensonii
Fabaceae,9,9,1990,Bossiaea stephensonii
Fabaceae,20,10,1992,Bossiaea stephensonii
Poaceae,28,11,1987,Bothriochloa decipiens
Ericaceae,,10,1905,Brachyloma daphnoides
Ericaceae,19,9,1942,Brachyloma daphnoides
Ericaceae,,10,1963,Brachyloma daphnoides
Ericaceae,16,9,1975,Brachyloma daphnoides
Ericaceae,16,9,1975,Brachyloma daphnoides
Ericaceae,16,9,1975,Brachyloma daphnoides
Ericaceae,16,9,1975,Brachyloma daphnoides
Ericaceae,16,9,1975,Brachyloma daphnoides
Ericaceae,15,9,1981,Brachyloma daphnoides
Ericaceae,7,9,1983,Brachyloma daphnoides
Ericaceae,7,9,1983,Brachyloma daphnoides
Ericaceae,7,9,1983,Brachyloma daphnoides
Ericaceae,6,12,1987,Brachyloma daphnoides
Ericaceae,6,12,1987,Brachyloma daphnoides
Phyllanthaceae,,10,1890,Breynia oblongifolia
Phyllanthaceae,,10,1891,Breynia oblongifolia
Phyllanthaceae,13,10,2012,Breynia oblongifolia
Orchidaceae,14,5,1927,Bulbophyllum exiguum
Orchidaceae,19,4,1946,Bulbophyllum exiguum
Orchidaceae,23,3,1947,Bulbophyllum exiguum
Orchidaceae,23,3,1947,Bulbophyllum exiguum
Orchidaceae,23,3,1947,Bulbophyllum exiguum
Orchidaceae,6,4,1988,Bulbophyllum exiguum
Orchidaceae,17,10,1888,Bulbophyllum shepherdii
Orchidaceae,13,9,1969,Bulbophyllum shepherdii
Orchidaceae,13,9,1969,Bulbophyllum shepherdii
Orchidaceae,21,11,1993,Bulbophyllum shepherdii
Colchicaceae,26,8,1992,Burchardia umbellata
Colchicaceae,20,10,1992,Burchardia umbellata
Colchicaceae,31,8,1994,Burchardia umbellata
Colchicaceae,9,10,2012,Burchardia umbellata
Orchidaceae,1,9,1887,Burnettia cuneata
Orchidaceae,9,10,1994,Burnettia cuneata
Orchidaceae,1,10,2002,Burnettia cuneata
Orchidaceae,1,10,2002,Burnettia cuneata
Cabombaceae,26,1,1994,Cabomba caroliniana
Asphodelaceae,,12,1896,Caesia parviflora
Asphodelaceae,4,12,1970,Caesia parviflora
Orchidaceae,5,9,1936,Caladenia carnea
Orchidaceae,1,9,1940,Caladenia carnea
Orchidaceae,21,7,1946,Caladenia carnea
Orchidaceae,1,9,1946,Caladenia carnea
Orchidaceae,6,9,1947,Caladenia carnea
Orchidaceae,5,9,1948,Caladenia carnea
Orchidaceae,5,9,1953,Caladenia carnea
Orchidaceae,20,9,1969,Caladenia carnea
Orchidaceae,15,9,1981,Caladenia carnea
Orchidaceae,,9,1921,Caladenia catenata
Orchidaceae,1,9,1946,Caladenia catenata
Orchidaceae,9,9,1947,Caladenia catenata
Orchidaceae,14,9,1947,Caladenia catenata
Orchidaceae,11,9,1948,Caladenia catenata
Orchidaceae,5,9,1953,Caladenia catenata
Orchidaceae,13,9,1969,Caladenia catenata
Orchidaceae,13,9,1969,Caladenia catenata
Orchidaceae,20,9,1969,Caladenia catenata
Orchidaceae,23,9,1992,Caladenia catenata
Orchidaceae,23,9,1992,Caladenia catenata
Orchidaceae,23,9,1998,Caladenia catenata
Orchidaceae,23,9,1998,Caladenia catenata
Orchidaceae,26,9,2002,Caladenia catenata
Orchidaceae,7,9,1947,Caladenia fuscata
Orchidaceae,23,9,1998,Caladenia picta
Orchidaceae,1,8,1945,Caladenia tessellata
Orchidaceae,5,9,1953,Caladenia tessellata
Orchidaceae,5,9,1953,Caladenia tessellata
Orchidaceae,27,8,1955,Caladenia tessellata
Poaceae,2,12,2006,Calamagrostis angustifolia
Poaceae,29,11,1973,Calamagrostis quadriseta
Orchidaceae,18,10,1924,Caleana major
Orchidaceae,26,9,2002,Caleana major
Orchidaceae,30,11,1984,Caleana minor
Orchidaceae,21,11,1993,Caleana minor
Cunoniaceae,,2,1929,Callicoma serratifolia
Cunoniaceae,19,10,1932,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,,11,1957,Callicoma serratifolia
Cunoniaceae,16,4,1977,Callicoma serratifolia
Cunoniaceae,16,4,1977,Callicoma serratifolia
Cunoniaceae,20,10,1993,Callicoma serratifolia
Cunoniaceae,2,11,2000,Callicoma serratifolia
Cunoniaceae,21,1,2015,Callicoma serratifolia
Cunoniaceae,19,2,2019,Callicoma serratifolia
Cunoniaceae,19,2,2019,Callicoma serratifolia
Cunoniaceae,19,2,2019,Callicoma serratifolia
Plantaginaceae,18,3,1975,Callitriche stagnalis
Cupressaceae,,6,1905,Callitris muelleri
Cupressaceae,,8,1929,Callitris muelleri
Cupressaceae,14,7,1946,Callitris muelleri
Cupressaceae,2,8,1948,Callitris muelleri
Cupressaceae,8,9,1949,Callitris muelleri
Cupressaceae,9,9,1950,Callitris muelleri
Cupressaceae,5,4,1986,Callitris muelleri
Cupressaceae,,12,1898,Callitris rhomboidea
Cupressaceae,,7,1903,Callitris rhomboidea
Cupressaceae,,9,1927,Callitris rhomboidea
Cupressaceae,22,10,1927,Callitris rhomboidea
Cupressaceae,23,1,1946,Callitris rhomboidea
Cupressaceae,,12,1949,Callitris rhomboidea
Cupressaceae,7,8,1967,Callitris rhomboidea
Cupressaceae,7,8,1967,Callitris rhomboidea
Cupressaceae,9,2,1986,Callitris rhomboidea
Cupressaceae,9,2,2002,Callitris rhomboidea
Orchidaceae,20,9,1969,Calochilus campestris
Orchidaceae,28,9,1972,Calochilus campestris
Orchidaceae,26,9,2002,Calochilus campestris
Orchidaceae,1,10,1897,Calochilus paludosus
Orchidaceae,1,9,1940,Calochilus paludosus
Orchidaceae,20,9,1969,Calochilus paludosus
Orchidaceae,26,9,2002,Calochilus paludosus
Orchidaceae,1,9,1921,Calochilus robertsonii
Dicksoniaceae,1,2,1941,Calochlaena dubia
Dicksoniaceae,13,4,1953,Calochlaena dubia
Dicksoniaceae,13,4,1953,Calochlaena dubia
Dicksoniaceae,11,8,1964,Calochlaena dubia
Dicksoniaceae,1,4,1983,Calochlaena dubia
Asteraceae,,2,1910,Calomeria amaranthoides
Convolvulaceae,19,10,1952,Calystegia soldanella
Myrtaceae,,7,1898,Calytrix tetragona
Myrtaceae,,5,1924,Calytrix tetragona
Myrtaceae,29,9,1933,Calytrix tetragona
Myrtaceae,19,11,1955,Calytrix tetragona
Myrtaceae,9,10,1961,Calytrix tetragona
Myrtaceae,15,9,1981,Calytrix tetragona
Myrtaceae,22,9,1986,Calytrix tetragona
Myrtaceae,22,9,1986,Calytrix tetragona
Myrtaceae,22,9,1986,Calytrix tetragona
Myrtaceae,20,10,1992,Calytrix tetragona
Myrtaceae,20,10,1992,Calytrix tetragona
Myrtaceae,9,10,2012,Calytrix tetragona
Myrtaceae,9,10,2012,Calytrix tetragona
Cyperaceae,21,10,1893,Carex appressa
Cyperaceae,,,1894,Carex appressa
Cyperaceae,6,11,1911,Carex breviculmis
Cyperaceae,6,11,1911,Carex breviculmis
Cyperaceae,,1,1896,Carex brunnea
Cyperaceae,19,2,1977,Carex brunnea
Cyperaceae,29,3,1978,Carex declinata
Cyperaceae,2,10,1893,Carex pumila
Cyperaceae,,,1897,Carex pumila
Aizoaceae,12,8,2018,Carpobrotus glaucescens
Asteraceae,1,1,1896,Cassinia aculeata
Asteraceae,12,12,1964,Cassinia aureonitens
Asteraceae,24,2,1968,Cassinia aureonitens
Asteraceae,15,11,1989,Cassinia aureonitens
Asteraceae,15,12,1989,Cassinia aureonitens
Asteraceae,20,1,1985,Cassinia denticulata
Asteraceae,24,10,1965,Cassinia longifolia
Asteraceae,16,11,1960,Cassinia trinerva
Asteraceae,6,12,1960,Cassinia trinerva
Asteraceae,28,3,1984,Cassinia trinerva
Lauraceae,,12,1895,Cassytha melantha
Lauraceae,26,9,1974,Cassytha paniculata
Lauraceae,25,12,1895,Cassytha pubescens
Lauraceae,2,1,1897,Cassytha pubescens
Lauraceae,,4,1897,Cassytha pubescens
Lauraceae,,10,1898,Cassytha pubescens
Lauraceae,26,9,1974,Cassytha pubescens
Casuarinaceae,15,11,1978,Casuarina glauca
Casuarinaceae,15,11,1978,Casuarina glauca
Casuarinaceae,15,11,1978,Casuarina glauca
Casuarinaceae,,12,1983,Casuarina glauca
Casuarinaceae,14,11,2001,Casuarina glauca
Vitaceae,,3,1957,Causonis clematidea
Vitaceae,4,5,1975,Causonis clematidea
Vitaceae,4,5,1975,Causonis clematidea
Vitaceae,31,5,1982,Causonis clematidea
Cyperaceae,17,10,1896,Caustis flexuosa
Cyperaceae,8,4,1905,Caustis flexuosa
Cyperaceae,8,5,1943,Caustis flexuosa
Cyperaceae,,10,1966,Caustis flexuosa
Cyperaceae,15,3,1973,Caustis flexuosa
Cyperaceae,22,4,1975,Caustis flexuosa
Cyperaceae,22,4,1975,Caustis flexuosa
Cyperaceae,22,4,1975,Caustis flexuosa
Cyperaceae,10,1,1979,Caustis flexuosa
Cyperaceae,30,7,2000,Caustis flexuosa
Cyperaceae,,8,1906,Caustis pentandra
Cyperaceae,14,7,1946,Caustis pentandra
Cyperaceae,,9,1963,Caustis pentandra
Cyperaceae,22,4,1975,Caustis pentandra
Cyperaceae,22,4,1975,Caustis pentandra
Cyperaceae,22,4,1975,Caustis pentandra
Cyperaceae,30,4,1975,Caustis pentandra
Cyperaceae,1,9,1977,Caustis pentandra
Cyperaceae,3,2,1978,Caustis pentandra
Cyperaceae,10,1,1979,Caustis pentandra
Cyperaceae,1,4,1983,Caustis pentandra
Cyperaceae,22,9,1985,Caustis pentandra
Cyperaceae,22,9,1986,Caustis pentandra
Cyperaceae,12,4,1992,Caustis pentandra
Cyperaceae,12,4,1992,Caustis pentandra
Cyperaceae,7,9,2002,Caustis pentandra
Cyperaceae,29,7,2007,Caustis pentandra
Cyperaceae,1,8,1892,Caustis recurvata
Cyperaceae,,10,1896,Caustis recurvata
Cyperaceae,,12,1902,Caustis recurvata
Cyperaceae,1,10,1903,Caustis recurvata
Cyperaceae,20,6,1970,Caustis recurvata
Cyperaceae,25,7,1972,Caustis recurvata
Cyperaceae,14,9,1972,Caustis recurvata
Cyperaceae,24,9,1972,Caustis recurvata
Cyperaceae,22,4,1975,Caustis recurvata
Cyperaceae,22,4,1975,Caustis recurvata
Cyperaceae,22,4,1975,Caustis recurvata
Cyperaceae,22,4,1975,Caustis recurvata
Cyperaceae,22,4,1975,Caustis recurvata
Cyperaceae,1,9,1977,Caustis recurvata
Cyperaceae,10,1,1979,Caustis recurvata
Cyperaceae,22,9,1986,Caustis recurvata
Cyperaceae,12,4,1992,Caustis recurvata
Cyperaceae,12,4,1992,Caustis recurvata
Cyperaceae,30,7,2000,Caustis recurvata
Cyperaceae,30,7,2000,Caustis recurvata
Cyperaceae,30,7,2000,Caustis recurvata
Cyperaceae,21,9,2000,Caustis recurvata
Cyperaceae,21,9,2000,Caustis recurvata
Cyperaceae,21,9,2000,Caustis recurvata
Cyperaceae,21,9,2000,Caustis recurvata
Cyperaceae,21,9,2000,Caustis recurvata
Celastraceae,14,8,1982,Celastrus subspicatus
Cannabaceae,1,1,1902,Celtis paniculata
Cannabaceae,,7,1953,Celtis paniculata
Cannabaceae,13,10,2005,Celtis paniculata
Cannabaceae,13,10,2005,Celtis paniculata
Cannabaceae,13,10,2005,Celtis paniculata
Poaceae,5,4,1978,Cenchrus alopecuroides
Poaceae,12,7,2018,Cenchrus alopecuroides
Poaceae,27,5,1973,Cenchrus caliculatus
Poaceae,20,11,1937,Cenchrus clandestinus
Apiaceae,7,5,1960,Centella asiatica
Apiaceae,7,5,1960,Centella asiatica
Apiaceae,7,5,1960,Centella asiatica
Apiaceae,,6,1972,Centella asiatica
Apiaceae,30,9,1986,Centella asiatica
Apiaceae,7,5,1960,Centella cordifolia
Apiaceae,14,3,2016,Centella cordifolia
Restionaceae,6,10,1971,Centrolepis fascicularis
Restionaceae,14,3,2016,Centrolepis strigosa
Nyctaginaceae,5,4,1978,Ceodes umbellifera
Nyctaginaceae,9,4,1978,Ceodes umbellifera
Nyctaginaceae,9,4,1978,Ceodes umbellifera
Cunoniaceae,,1,1896,Ceratopetalum apetalum
Cunoniaceae,12,6,1939,Ceratopetalum apetalum
Cunoniaceae,2,2,1949,Ceratopetalum apetalum
Cunoniaceae,,11,1957,Ceratopetalum apetalum
Cunoniaceae,,11,1957,Ceratopetalum apetalum
Cunoniaceae,,11,1957,Ceratopetalum apetalum
Cunoniaceae,,11,1957,Ceratopetalum apetalum
Cunoniaceae,2,11,2000,Ceratopetalum apetalum
Cunoniaceae,2,11,2000,Ceratopetalum apetalum
Cunoniaceae,2,11,2000,Ceratopetalum apetalum
Cunoniaceae,2,11,2000,Ceratopetalum apetalum
Cunoniaceae,2,11,2000,Ceratopetalum apetalum
Cunoniaceae,1,1,1955,Ceratopetalum gummiferum
Cunoniaceae,,11,1957,Ceratopetalum gummiferum
Cunoniaceae,,11,1957,Ceratopetalum gummiferum
Cunoniaceae,,11,1957,Ceratopetalum gummiferum
Cunoniaceae,15,11,1989,Ceratopetalum gummiferum
Cunoniaceae,11,12,1997,Ceratopetalum gummiferum
Solanaceae,13,6,2018,Cestrum nocturnum
Solanaceae,1,4,1983,Cestrum parqui
Pteridaceae,20,7,1929,Cheilanthes distans
Pteridaceae,26,6,1951,Cheilanthes distans
Amaranthaceae,13,4,1978,Chenopodium trigonon
Orchidaceae,12,5,2002,Chiloglottis diphylla
Orchidaceae,12,5,2002,Chiloglottis diphylla
Orchidaceae,17,3,2006,Chiloglottis diphylla
Orchidaceae,1,9,1890,Chiloglottis formicifera
Orchidaceae,22,9,1899,Chiloglottis formicifera
Orchidaceae,7,9,1947,Chiloglottis formicifera
Orchidaceae,9,9,1947,Chiloglottis formicifera
Orchidaceae,5,9,1953,Chiloglottis formicifera
Orchidaceae,5,9,1953,Chiloglottis formicifera
Orchidaceae,,8,1954,Chiloglottis formicifera
Orchidaceae,3,8,1989,Chiloglottis formicifera
Orchidaceae,10,9,1989,Chiloglottis formicifera
Orchidaceae,11,10,1989,Chiloglottis formicifera
Orchidaceae,24,7,1991,Chiloglottis formicifera
Orchidaceae,27,9,1991,Chiloglottis formicifera
Orchidaceae,3,4,1949,Chiloglottis reflexa
Orchidaceae,4,5,1969,Chiloglottis reflexa
Orchidaceae,28,4,1954,Chiloglottis seminuda
Lamiaceae,13,5,1905,Chloanthes stoechadis
Lamiaceae,2,6,1928,Chloanthes stoechadis
Lamiaceae,1,7,1946,Chloanthes stoechadis
Lamiaceae,14,7,1946,Chloanthes stoechadis
Lamiaceae,18,5,1948,Chloanthes stoechadis
Lamiaceae,31,7,1992,Chloanthes stoechadis
Lamiaceae,9,3,2005,Chloanthes stoechadis
Lamiaceae,6,3,2007,Chloanthes stoechadis
Restionaceae,3,10,1896,Chordifex dimorphus
Restionaceae,3,10,1896,Chordifex dimorphus
Restionaceae,3,10,1896,Chordifex dimorphus
Restionaceae,,8,1906,Chordifex dimorphus
Restionaceae,1,9,1921,Chordifex dimorphus
Restionaceae,14,7,1946,Chordifex dimorphus
Restionaceae,30,9,1959,Chordifex dimorphus
Restionaceae,30,9,1959,Chordifex dimorphus
Restionaceae,21,8,1960,Chordifex dimorphus
Restionaceae,9,10,1961,Chordifex dimorphus
Restionaceae,9,10,1961,Chordifex dimorphus
Restionaceae,12,1,1967,Chordifex dimorphus
Restionaceae,12,1,1967,Chordifex dimorphus
Restionaceae,12,1,1967,Chordifex dimorphus
Restionaceae,12,1,1967,Chordifex dimorphus
Restionaceae,12,1,1967,Chordifex dimorphus
Restionaceae,12,1,1967,Chordifex dimorphus
Restionaceae,12,1,1967,Chordifex dimorphus
Restionaceae,29,8,1972,Chordifex dimorphus
Restionaceae,22,4,1975,Chordifex dimorphus
Restionaceae,22,4,1975,Chordifex dimorphus
Restionaceae,22,4,1975,Chordifex dimorphus
Restionaceae,22,4,1975,Chordifex dimorphus
Restionaceae,1,9,1977,Chordifex dimorphus
Restionaceae,28,3,1984,Chordifex dimorphus
Restionaceae,23,7,1986,Chordifex dimorphus
Restionaceae,23,7,1986,Chordifex dimorphus
Restionaceae,23,7,1986,Chordifex dimorphus
Restionaceae,5,9,1986,Chordifex dimorphus
Restionaceae,22,9,1986,Chordifex dimorphus
Restionaceae,18,1,1989,Chordifex dimorphus
Restionaceae,18,1,1989,Chordifex dimorphus
Restionaceae,18,1,1989,Chordifex dimorphus
Restionaceae,18,1,1989,Chordifex dimorphus
Restionaceae,18,1,1989,Chordifex dimorphus
Restionaceae,18,1,1989,Chordifex dimorphus
Restionaceae,18,1,1989,Chordifex dimorphus
Restionaceae,24,1,1992,Chordifex dimorphus
Restionaceae,24,1,1992,Chordifex dimorphus
Restionaceae,24,1,1992,Chordifex dimorphus
Restionaceae,24,1,1992,Chordifex dimorphus
Restionaceae,9,10,2012,Chordifex dimorphus
